Name,Latitude,Longitude,Latitude (Rad),Longitude (Rad),Timestamp,Time Delta (s),Haversine Distance (Km),Haversine Distance (m),Velocity (m / s) = Distance (m) / Time (s)
226,40.18627,-8.41246,0.7013827256,-0.1468251252,1/23/2016 11:56:53,0.00,0.0008494743985,0.8494743985,0.00
227,40.18627,-8.41246,0.7013827256,-0.1468251252,1/23/2016 11:56:54,1.16,0,0,0.00
228,40.18627,-8.41245,0.7013827256,-0.1468249507,1/23/2016 11:56:55,1.16,0.0008494743983,0.8494743983,0.73
229,40.18627,-8.41244,0.7013827256,-0.1468247761,1/23/2016 11:56:56,1.16,0.0008494743983,0.8494743983,0.73
230,40.18627,-8.41243,0.7013827256,-0.1468246016,1/23/2016 11:56:57,1.16,0.0008494743982,0.8494743982,0.73
231,40.18627,-8.41241,0.7013827256,-0.1468242525,1/23/2016 11:56:58,1.16,0.001698948797,1.698948797,1.47
232,40.18627,-8.4124,0.7013827256,-0.146824078,1/23/2016 11:56:59,1.16,0.0008494743983,0.8494743983,0.73
233,40.18627,-8.41239,0.7013827256,-0.1468239035,1/23/2016 11:57:00,1.16,0.0008494743985,0.8494743985,0.73
234,40.18627,-8.41237,0.7013827256,-0.1468235544,1/23/2016 11:57:01,1.16,0.001698948797,1.698948797,1.47
235,40.18626,-8.41236,0.7013825511,-0.1468233799,1/23/2016 11:57:02,1.16,0.001399299121,1.399299121,1.21
236,40.18626,-8.41235,0.7013825511,-0.1468232053,1/23/2016 11:57:03,1.16,0.0008494745236,0.8494745236,0.73
237,40.18626,-8.41234,0.7013825511,-0.1468230308,1/23/2016 11:57:04,1.16,0.0008494745236,0.8494745236,0.73
238,40.18626,-8.41233,0.7013825511,-0.1468228563,1/23/2016 11:57:05,1.16,0.0008494745236,0.8494745236,0.73
239,40.18625,-8.41232,0.7013823765,-0.1468226817,1/23/2016 11:57:06,1.16,0.001399299197,1.399299197,1.21
240,40.18626,-8.41231,0.7013825511,-0.1468225072,1/23/2016 11:57:07,1.16,0.001399299197,1.399299197,1.21
241,40.18626,-8.4123,0.7013825511,-0.1468223327,1/23/2016 11:57:08,1.16,0.0008494745237,0.8494745237,0.73
242,40.18626,-8.41229,0.7013825511,-0.1468221581,1/23/2016 11:57:09,1.16,0.0008494745236,0.8494745236,0.73
243,40.18626,-8.41228,0.7013825511,-0.1468219836,1/23/2016 11:57:10,1.16,0.0008494745236,0.8494745236,0.73
244,40.18626,-8.41227,0.7013825511,-0.1468218091,1/23/2016 11:57:11,1.16,0.0008494745237,0.8494745237,0.73
245,40.18626,-8.41226,0.7013825511,-0.1468216345,1/23/2016 11:57:12,1.16,0.0008494745236,0.8494745236,0.73
246,40.18626,-8.41225,0.7013825511,-0.14682146,1/23/2016 11:57:13,1.16,0.0008494745234,0.8494745234,0.73
247,40.18626,-8.41225,0.7013825511,-0.14682146,1/23/2016 11:57:14,1.16,0,0,0.00
248,40.18626,-8.41223,0.7013825511,-0.1468211109,1/23/2016 11:57:15,1.16,0.001698949047,1.698949047,1.47
249,40.18627,-8.41223,0.7013827256,-0.1468211109,1/23/2016 11:57:16,1.16,0.001111949267,1.111949267,0.96
250,40.18627,-8.41222,0.7013827256,-0.1468209364,1/23/2016 11:57:17,1.16,0.0008494743983,0.8494743983,0.73
251,40.18627,-8.41222,0.7013827256,-0.1468209364,1/23/2016 11:57:18,1.16,0,0,0.00
252,40.18627,-8.41221,0.7013827256,-0.1468207619,1/23/2016 11:57:19,1.16,0.0008494743983,0.8494743983,0.73
253,40.18627,-8.4122,0.7013827256,-0.1468205873,1/23/2016 11:57:21,2.31,0.0008494743983,0.8494743983,0.37
254,40.18628,-8.41219,0.7013829001,-0.1468204128,1/23/2016 11:57:21,0.00,0.001399299045,1.399299045,0.00
255,40.18628,-8.41219,0.7013829001,-0.1468204128,1/23/2016 11:57:21,0.00,0,0,0.00
256,40.18628,-8.41218,0.7013829001,-0.1468202383,1/23/2016 11:57:21,0.00,0.0008494742732,0.8494742732,0.00
257,40.18628,-8.41218,0.7013829001,-0.1468202383,1/23/2016 11:57:22,1.16,0,0,0.00
258,40.18628,-8.41217,0.7013829001,-0.1468200637,1/23/2016 11:57:23,1.16,0.0008494742731,0.8494742731,0.73
259,40.18629,-8.41216,0.7013830747,-0.1468198892,1/23/2016 11:57:24,1.16,0.001399298969,1.399298969,1.21
260,40.18629,-8.41215,0.7013830747,-0.1468197147,1/23/2016 11:57:25,1.16,0.0008494741477,0.8494741477,0.73
261,40.18629,-8.41213,0.7013830747,-0.1468193656,1/23/2016 11:57:26,1.16,0.001698948296,1.698948296,1.47
262,40.18629,-8.41212,0.7013830747,-0.1468191911,1/23/2016 11:57:27,1.16,0.0008494741479,0.8494741479,0.73
263,40.18629,-8.41211,0.7013830747,-0.1468190165,1/23/2016 11:57:28,1.16,0.0008494741479,0.8494741479,0.73
264,40.18628,-8.4121,0.7013829001,-0.146818842,1/23/2016 11:57:29,1.16,0.001399298969,1.399298969,1.21
265,40.18628,-8.41209,0.7013829001,-0.1468186675,1/23/2016 11:57:30,1.16,0.0008494742732,0.8494742732,0.73
266,40.18628,-8.41208,0.7013829001,-0.1468184929,1/23/2016 11:57:31,1.16,0.0008494742731,0.8494742731,0.73
267,40.18628,-8.41207,0.7013829001,-0.1468183184,1/23/2016 11:57:32,1.16,0.0008494742731,0.8494742731,0.73
268,40.18628,-8.41206,0.7013829001,-0.1468181439,1/23/2016 11:57:33,1.16,0.0008494742731,0.8494742731,0.73
269,40.18629,-8.41205,0.7013830747,-0.1468179693,1/23/2016 11:57:34,1.16,0.001399298969,1.399298969,1.21
270,40.18629,-8.41205,0.7013830747,-0.1468179693,1/23/2016 11:57:35,1.16,0,0,0.00
271,40.18629,-8.41204,0.7013830747,-0.1468177948,1/23/2016 11:57:36,1.16,0.000849474148,0.849474148,0.73
272,40.18629,-8.41203,0.7013830747,-0.1468176203,1/23/2016 11:57:37,1.16,0.0008494741479,0.8494741479,0.73
273,40.18629,-8.41202,0.7013830747,-0.1468174457,1/23/2016 11:57:38,1.16,0.0008494741477,0.8494741477,0.73
274,40.18628,-8.41201,0.7013829001,-0.1468172712,1/23/2016 11:57:39,1.16,0.001399298969,1.399298969,1.21
275,40.18629,-8.412,0.7013830747,-0.1468170967,1/23/2016 11:57:40,1.16,0.001399298969,1.399298969,1.21
276,40.18629,-8.41199,0.7013830747,-0.1468169221,1/23/2016 11:57:41,1.16,0.0008494741479,0.8494741479,0.73
277,40.18629,-8.41198,0.7013830747,-0.1468167476,1/23/2016 11:57:42,1.16,0.0008494741479,0.8494741479,0.73
278,40.18629,-8.41196,0.7013830747,-0.1468163985,1/23/2016 11:57:43,1.16,0.001698948296,1.698948296,1.47
279,40.18629,-8.41195,0.7013830747,-0.146816224,1/23/2016 11:57:44,1.16,0.000849474148,0.849474148,0.73
280,40.18629,-8.41193,0.7013830747,-0.1468158749,1/23/2016 11:57:45,1.16,0.001698948296,1.698948296,1.47
281,40.18629,-8.41192,0.7013830747,-0.1468157004,1/23/2016 11:57:46,1.16,0.0008494741477,0.8494741477,0.73
282,40.18628,-8.41191,0.7013829001,-0.1468155259,1/23/2016 11:57:47,1.16,0.001399298969,1.399298969,1.21
283,40.18628,-8.4119,0.7013829001,-0.1468153513,1/23/2016 11:57:49,2.31,0.0008494742731,0.8494742731,0.37
284,40.18627,-8.41189,0.7013827256,-0.1468151768,1/23/2016 11:57:49,0.00,0.001399299045,1.399299045,0.00
285,40.18627,-8.41189,0.7013827256,-0.1468151768,1/23/2016 11:57:49,0.00,0,0,0.00
286,40.18627,-8.41188,0.7013827256,-0.1468150023,1/23/2016 11:57:49,0.00,0.0008494743985,0.8494743985,0.00
287,40.18627,-8.41188,0.7013827256,-0.1468150023,1/23/2016 11:57:50,1.16,0,0,0.00
288,40.18627,-8.41187,0.7013827256,-0.1468148277,1/23/2016 11:57:51,1.16,0.0008494743982,0.8494743982,0.73
289,40.18627,-8.41186,0.7013827256,-0.1468146532,1/23/2016 11:57:52,1.16,0.0008494743983,0.8494743983,0.73
290,40.18628,-8.41185,0.7013829001,-0.1468144787,1/23/2016 11:57:53,1.16,0.001399299046,1.399299046,1.21
291,40.18628,-8.41184,0.7013829001,-0.1468143042,1/23/2016 11:57:54,1.16,0.0008494742731,0.8494742731,0.73
292,40.18628,-8.41184,0.7013829001,-0.1468143042,1/23/2016 11:57:55,1.16,0,0,0.00
293,40.18629,-8.41184,0.7013830747,-0.1468143042,1/23/2016 11:57:56,1.16,0.001111949267,1.111949267,0.96
294,40.18629,-8.41183,0.7013830747,-0.1468141296,1/23/2016 11:57:57,1.16,0.0008494741479,0.8494741479,0.73
295,40.1863,-8.41182,0.7013832492,-0.1468139551,1/23/2016 11:57:58,1.16,0.001399298893,1.399298893,1.21
296,40.1863,-8.41181,0.7013832492,-0.1468137806,1/23/2016 11:57:59,1.16,0.0008494740228,0.8494740228,0.73
297,40.18631,-8.41181,0.7013834237,-0.1468137806,1/23/2016 11:58:00,1.16,0.001111949267,1.111949267,0.96
298,40.18631,-8.41181,0.7013834237,-0.1468137806,1/23/2016 11:58:01,1.16,0,0,0.00
299,40.18631,-8.41181,0.7013834237,-0.1468137806,1/23/2016 11:58:02,1.16,0,0,0.00
300,40.18631,-8.41181,0.7013834237,-0.1468137806,1/23/2016 11:58:03,1.16,0,0,0.00
301,40.18631,-8.41181,0.7013834237,-0.1468137806,1/23/2016 11:58:04,1.16,0,0,0.00
302,40.18631,-8.41181,0.7013834237,-0.1468137806,1/23/2016 11:58:05,1.16,0,0,0.00
303,40.18631,-8.41181,0.7013834237,-0.1468137806,1/23/2016 11:58:06,1.16,0,0,0.00
304,40.18631,-8.41181,0.7013834237,-0.1468137806,1/23/2016 11:58:07,1.16,0,0,0.00
305,40.18631,-8.41181,0.7013834237,-0.1468137806,1/23/2016 11:58:08,1.16,0,0,0.00
306,40.18632,-8.41181,0.7013835983,-0.1468137806,1/23/2016 11:58:09,1.16,0.001111949267,1.111949267,0.96
307,40.18633,-8.41181,0.7013837728,-0.1468137806,1/23/2016 11:58:10,1.16,0.001111949266,1.111949266,0.96
308,40.18634,-8.41181,0.7013839473,-0.1468137806,1/23/2016 11:58:11,1.16,0.001111949267,1.111949267,0.96
309,40.18634,-8.41181,0.7013839473,-0.1468137806,1/23/2016 11:58:12,1.16,0,0,0.00
310,40.18634,-8.41181,0.7013839473,-0.1468137806,1/23/2016 11:58:13,1.16,0,0,0.00
311,40.18634,-8.41181,0.7013839473,-0.1468137806,1/23/2016 11:58:14,1.16,0,0,0.00
312,40.18635,-8.41181,0.7013841219,-0.1468137806,1/23/2016 11:58:15,1.16,0.001111949267,1.111949267,0.96
313,40.18636,-8.41181,0.7013842964,-0.1468137806,1/23/2016 11:58:16,1.16,0.001111949267,1.111949267,0.96
314,40.18636,-8.4118,0.7013842964,-0.146813606,1/23/2016 11:58:17,1.16,0.0008494732711,0.8494732711,0.73
315,40.18636,-8.4118,0.7013842964,-0.146813606,1/23/2016 11:58:18,1.16,0,0,0.00
316,40.18636,-8.41181,0.7013842964,-0.1468137806,1/23/2016 11:58:19,1.16,0.0008494732711,0.8494732711,0.73
317,40.18637,-8.41181,0.7013844709,-0.1468137806,1/23/2016 11:58:22,3.47,0.001111949266,1.111949266,0.32
318,40.18637,-8.41183,0.7013844709,-0.1468141296,1/23/2016 11:58:22,0.00,0.001698946292,1.698946292,0.00
319,40.18637,-8.41183,0.7013844709,-0.1468141296,1/23/2016 11:58:22,0.00,0,0,0.00
320,40.18637,-8.41183,0.7013844709,-0.1468141296,1/23/2016 11:58:22,0.00,0,0,0.00
321,40.18637,-8.41183,0.7013844709,-0.1468141296,1/23/2016 11:58:23,1.16,0,0,0.00
322,40.18637,-8.41184,0.7013844709,-0.1468143042,1/23/2016 11:58:24,1.16,0.000849473146,0.849473146,0.73
323,40.18637,-8.41185,0.7013844709,-0.1468144787,1/23/2016 11:58:25,1.16,0.000849473146,0.849473146,0.73
324,40.18637,-8.41186,0.7013844709,-0.1468146532,1/23/2016 11:58:26,1.16,0.0008494731462,0.8494731462,0.73
325,40.18638,-8.41187,0.7013846455,-0.1468148277,1/23/2016 11:58:27,1.16,0.001399298285,1.399298285,1.21
326,40.18638,-8.41188,0.7013846455,-0.1468150023,1/23/2016 11:58:28,1.16,0.0008494730207,0.8494730207,0.73
327,40.18638,-8.41189,0.7013846455,-0.1468151768,1/23/2016 11:58:29,1.16,0.000849473021,0.849473021,0.73
328,40.18638,-8.41189,0.7013846455,-0.1468151768,1/23/2016 11:58:30,1.16,0,0,0.00
329,40.18638,-8.4119,0.7013846455,-0.1468153513,1/23/2016 11:58:31,1.16,0.0008494730208,0.8494730208,0.73
330,40.18638,-8.4119,0.7013846455,-0.1468153513,1/23/2016 11:58:32,1.16,0,0,0.00
331,40.18638,-8.41191,0.7013846455,-0.1468155259,1/23/2016 11:58:33,1.16,0.0008494730208,0.8494730208,0.73
332,40.18638,-8.41192,0.7013846455,-0.1468157004,1/23/2016 11:58:34,1.16,0.000849473021,0.849473021,0.73
333,40.18639,-8.41192,0.70138482,-0.1468157004,1/23/2016 11:58:35,1.16,0.001111949267,1.111949267,0.96
334,40.18639,-8.41192,0.70138482,-0.1468157004,1/23/2016 11:58:36,1.16,0,0,0.00
335,40.18639,-8.41193,0.70138482,-0.1468158749,1/23/2016 11:58:37,1.16,0.0008494728955,0.8494728955,0.73
336,40.18639,-8.41194,0.70138482,-0.1468160495,1/23/2016 11:58:38,1.16,0.0008494728956,0.8494728956,0.73
337,40.1864,-8.41195,0.7013849945,-0.146816224,1/23/2016 11:58:39,1.16,0.001399298132,1.399298132,1.21
338,40.1864,-8.41196,0.7013849945,-0.1468163985,1/23/2016 11:58:40,1.16,0.0008494727705,0.8494727705,0.73
339,40.1864,-8.41197,0.7013849945,-0.1468165731,1/23/2016 11:58:41,1.16,0.0008494727704,0.8494727704,0.73
340,40.1864,-8.41198,0.7013849945,-0.1468167476,1/23/2016 11:58:42,1.16,0.0008494727704,0.8494727704,0.73
341,40.1864,-8.412,0.7013849945,-0.1468170967,1/23/2016 11:58:43,1.16,0.001698945541,1.698945541,1.47
342,40.1864,-8.41201,0.7013849945,-0.1468172712,1/23/2016 11:58:44,1.16,0.0008494727705,0.8494727705,0.73
343,40.1864,-8.41202,0.7013849945,-0.1468174457,1/23/2016 11:58:45,1.16,0.0008494727704,0.8494727704,0.73
344,40.18639,-8.41204,0.70138482,-0.1468177948,1/23/2016 11:58:46,1.16,0.002030479634,2.030479634,1.75
345,40.18639,-8.41205,0.70138482,-0.1468179693,1/23/2016 11:58:47,1.16,0.0008494728957,0.8494728957,0.73
346,40.18639,-8.41206,0.70138482,-0.1468181439,1/23/2016 11:58:48,1.16,0.0008494728956,0.8494728956,0.73
347,40.18639,-8.41207,0.70138482,-0.1468183184,1/23/2016 11:58:49,1.16,0.0008494728956,0.8494728956,0.73
348,40.18639,-8.41207,0.70138482,-0.1468183184,1/23/2016 11:58:50,1.16,0,0,0.00
349,40.18639,-8.41208,0.70138482,-0.1468184929,1/23/2016 11:58:51,1.16,0.0008494728956,0.8494728956,0.73
350,40.18638,-8.41209,0.7013846455,-0.1468186675,1/23/2016 11:58:53,2.31,0.00139929821,1.39929821,0.60
351,40.18638,-8.4121,0.7013846455,-0.146818842,1/23/2016 11:58:53,0.00,0.000849473021,0.849473021,0.00
352,40.18638,-8.4121,0.7013846455,-0.146818842,1/23/2016 11:58:53,0.00,0,0,0.00
353,40.18637,-8.41211,0.7013844709,-0.1468190165,1/23/2016 11:58:53,0.00,0.001399298285,1.399298285,0.00
354,40.18637,-8.41211,0.7013844709,-0.1468190165,1/23/2016 11:58:54,1.16,0,0,0.00
355,40.18637,-8.41211,0.7013844709,-0.1468190165,1/23/2016 11:58:55,1.16,0,0,0.00
356,40.18637,-8.41212,0.7013844709,-0.1468191911,1/23/2016 11:58:56,1.16,0.000849473146,0.849473146,0.73
357,40.18636,-8.41214,0.7013842964,-0.1468195401,1/23/2016 11:58:57,1.16,0.002030480263,2.030480263,1.75
358,40.18636,-8.41214,0.7013842964,-0.1468195401,1/23/2016 11:58:58,1.16,0,0,0.00
359,40.18637,-8.41215,0.7013844709,-0.1468197147,1/23/2016 11:58:59,1.16,0.001399298361,1.399298361,1.21
360,40.18636,-8.41215,0.7013842964,-0.1468197147,1/23/2016 11:59:00,1.16,0.001111949266,1.111949266,0.96
361,40.18636,-8.41216,0.7013842964,-0.1468198892,1/23/2016 11:59:01,1.16,0.0008494732711,0.8494732711,0.73
362,40.18635,-8.41217,0.7013841219,-0.1468200637,1/23/2016 11:59:02,1.16,0.001399298437,1.399298437,1.21
363,40.18635,-8.41218,0.7013841219,-0.1468202383,1/23/2016 11:59:03,1.16,0.0008494733965,0.8494733965,0.73
364,40.18634,-8.41218,0.7013839473,-0.1468202383,1/23/2016 11:59:04,1.16,0.001111949267,1.111949267,0.96
365,40.18633,-8.41219,0.7013837728,-0.1468204128,1/23/2016 11:59:05,1.16,0.001399298589,1.399298589,1.21
366,40.18632,-8.4122,0.7013835983,-0.1468205873,1/23/2016 11:59:06,1.16,0.001399298665,1.399298665,1.21
367,40.18631,-8.41221,0.7013834237,-0.1468207619,1/23/2016 11:59:07,1.16,0.001399298741,1.399298741,1.21
368,40.1863,-8.41222,0.7013832492,-0.1468209364,1/23/2016 11:59:08,1.16,0.001399298817,1.399298817,1.21
369,40.1863,-8.41222,0.7013832492,-0.1468209364,1/23/2016 11:59:09,1.16,0,0,0.00
370,40.18629,-8.41223,0.7013830747,-0.1468211109,1/23/2016 11:59:10,1.16,0.001399298893,1.399298893,1.21
371,40.1863,-8.41225,0.7013832492,-0.14682146,1/23/2016 11:59:11,1.16,0.002030481731,2.030481731,1.75
372,40.18629,-8.41226,0.7013830747,-0.1468216345,1/23/2016 11:59:12,1.16,0.001399298893,1.399298893,1.21
373,40.18628,-8.41227,0.7013829001,-0.1468218091,1/23/2016 11:59:13,1.16,0.001399298969,1.399298969,1.21
374,40.18627,-8.41229,0.7013827256,-0.1468221581,1/23/2016 11:59:14,1.16,0.00203048215,2.03048215,1.75
375,40.18626,-8.41231,0.7013825511,-0.1468225072,1/23/2016 11:59:15,1.16,0.002030482359,2.030482359,1.75
376,40.18625,-8.41232,0.7013823765,-0.1468226817,1/23/2016 11:59:16,1.16,0.001399299197,1.399299197,1.21
377,40.18624,-8.41233,0.701382202,-0.1468228563,1/23/2016 11:59:17,1.16,0.001399299274,1.399299274,1.21
378,40.18624,-8.41234,0.701382202,-0.1468230308,1/23/2016 11:59:18,1.16,0.000849474774,0.849474774,0.73
379,40.18624,-8.41235,0.701382202,-0.1468232053,1/23/2016 11:59:19,1.16,0.000849474774,0.849474774,0.73
380,40.18623,-8.41236,0.7013820275,-0.1468233799,1/23/2016 11:59:20,1.16,0.00139929935,1.39929935,1.21
381,40.18623,-8.41237,0.7013820275,-0.1468235544,1/23/2016 11:59:21,1.16,0.0008494748993,0.8494748993,0.73
382,40.18623,-8.41238,0.7013820275,-0.1468237289,1/23/2016 11:59:22,1.16,0.0008494748994,0.8494748994,0.73
383,40.18624,-8.4124,0.701382202,-0.146824078,1/23/2016 11:59:23,1.16,0.002030482988,2.030482988,1.75
384,40.18623,-8.41241,0.7013820275,-0.1468242525,1/23/2016 11:59:24,1.16,0.00139929935,1.39929935,1.21
385,40.18623,-8.41242,0.7013820275,-0.1468244271,1/23/2016 11:59:25,1.16,0.0008494748991,0.8494748991,0.73
386,40.18623,-8.41243,0.7013820275,-0.1468246016,1/23/2016 11:59:26,1.16,0.0008494748995,0.8494748995,0.73
387,40.18623,-8.41244,0.7013820275,-0.1468247761,1/23/2016 11:59:27,1.16,0.0008494748991,0.8494748991,0.73
388,40.18623,-8.41245,0.7013820275,-0.1468249507,1/23/2016 11:59:28,1.16,0.0008494748993,0.8494748993,0.73
389,40.18623,-8.41245,0.7013820275,-0.1468249507,1/23/2016 11:59:29,1.16,0,0,0.00
390,40.18623,-8.41246,0.7013820275,-0.1468251252,1/23/2016 11:59:30,1.16,0.0008494748993,0.8494748993,0.73
391,40.18622,-8.41248,0.7013818529,-0.1468254743,1/23/2016 11:59:31,1.16,0.002030483198,2.030483198,1.75
392,40.18621,-8.41248,0.7013816784,-0.1468254743,1/23/2016 11:59:32,1.16,0.001111949265,1.111949265,0.96
393,40.18621,-8.41249,0.7013816784,-0.1468256488,1/23/2016 11:59:33,1.16,0.0008494751497,0.8494751497,0.73
394,40.1862,-8.4125,0.7013815039,-0.1468258233,1/23/2016 11:59:34,1.16,0.001399299578,1.399299578,1.21
395,40.1862,-8.41251,0.7013815039,-0.1468259979,1/23/2016 11:59:35,1.16,0.0008494752749,0.8494752749,0.73
396,40.1862,-8.41251,0.7013815039,-0.1468259979,1/23/2016 11:59:36,1.16,0,0,0.00
397,40.1862,-8.41252,0.7013815039,-0.1468261724,1/23/2016 11:59:37,1.16,0.0008494752751,0.8494752751,0.73
398,40.18619,-8.41252,0.7013813293,-0.1468261724,1/23/2016 11:59:38,1.16,0.001111949266,1.111949266,0.96
399,40.18619,-8.41252,0.7013813293,-0.1468261724,1/23/2016 11:59:39,1.16,0,0,0.00
400,40.1862,-8.41253,0.7013815039,-0.1468263469,1/23/2016 11:59:40,1.16,0.001399299653,1.399299653,1.21
401,40.1862,-8.41254,0.7013815039,-0.1468265215,1/23/2016 11:59:41,1.16,0.0008494752748,0.8494752748,0.73
402,40.18621,-8.41255,0.7013816784,-0.146826696,1/23/2016 11:59:42,1.16,0.001399299578,1.399299578,1.21
403,40.18621,-8.41256,0.7013816784,-0.1468268705,1/23/2016 11:59:43,1.16,0.0008494751497,0.8494751497,0.73
404,40.18621,-8.41256,0.7013816784,-0.1468268705,1/23/2016 11:59:44,1.16,0,0,0.00
405,40.18621,-8.41257,0.7013816784,-0.1468270451,1/23/2016 11:59:45,1.16,0.0008494751499,0.8494751499,0.73
406,40.1862,-8.41258,0.7013815039,-0.1468272196,1/23/2016 11:59:46,1.16,0.001399299578,1.399299578,1.21
407,40.1862,-8.41259,0.7013815039,-0.1468273941,1/23/2016 11:59:47,1.16,0.0008494752749,0.8494752749,0.73
408,40.1862,-8.41259,0.7013815039,-0.1468273941,1/23/2016 11:59:48,1.16,0,0,0.00
409,40.1862,-8.41261,0.7013815039,-0.1468277432,1/23/2016 11:59:49,1.16,0.00169895055,1.69895055,1.47
410,40.1862,-8.41262,0.7013815039,-0.1468279177,1/23/2016 11:59:50,1.16,0.0008494752749,0.8494752749,0.73
411,40.1862,-8.41263,0.7013815039,-0.1468280923,1/23/2016 11:59:51,1.16,0.0008494752749,0.8494752749,0.73
412,40.1862,-8.41264,0.7013815039,-0.1468282668,1/23/2016 11:59:52,1.16,0.0008494752749,0.8494752749,0.73
413,40.1862,-8.41265,0.7013815039,-0.1468284413,1/23/2016 11:59:53,1.16,0.0008494752748,0.8494752748,0.73
414,40.1862,-8.41266,0.7013815039,-0.1468286159,1/23/2016 11:59:54,1.16,0.0008494752752,0.8494752752,0.73
415,40.1862,-8.41266,0.7013815039,-0.1468286159,1/23/2016 11:59:55,1.16,0,0,0.00
416,40.18621,-8.41267,0.7013816784,-0.1468287904,1/23/2016 11:59:56,1.16,0.001399299578,1.399299578,1.21
417,40.18621,-8.41268,0.7013816784,-0.1468289649,1/23/2016 11:59:57,1.16,0.0008494751497,0.8494751497,0.73
418,40.18622,-8.41268,0.7013818529,-0.1468289649,1/23/2016 11:59:58,1.16,0.001111949265,1.111949265,0.96
419,40.18622,-8.41269,0.7013818529,-0.1468291394,1/23/2016 11:59:59,1.16,0.0008494750246,0.8494750246,0.73
420,40.18622,-8.4127,0.7013818529,-0.146829314,1/23/2016 12:00:00,1.16,0.0008494750244,0.8494750244,0.73
421,40.18622,-8.41271,0.7013818529,-0.1468294885,1/23/2016 12:00:01,1.16,0.0008494750246,0.8494750246,0.73
422,40.18622,-8.41272,0.7013818529,-0.146829663,1/23/2016 12:00:02,1.16,0.0008494750245,0.8494750245,0.73
423,40.18622,-8.41273,0.7013818529,-0.1468298376,1/23/2016 12:00:03,1.16,0.0008494750245,0.8494750245,0.73
424,40.18622,-8.41273,0.7013818529,-0.1468298376,1/23/2016 12:00:04,1.16,0,0,0.00
425,40.18622,-8.41274,0.7013818529,-0.1468300121,1/23/2016 12:00:05,1.16,0.0008494750245,0.8494750245,0.73
426,40.18622,-8.41275,0.7013818529,-0.1468301866,1/23/2016 12:00:06,1.16,0.0008494750246,0.8494750246,0.73
427,40.18622,-8.41275,0.7013818529,-0.1468301866,1/23/2016 12:00:07,1.16,0,0,0.00
428,40.18622,-8.41276,0.7013818529,-0.1468303612,1/23/2016 12:00:08,1.16,0.0008494750245,0.8494750245,0.73
429,40.18623,-8.41276,0.7013820275,-0.1468303612,1/23/2016 12:00:09,1.16,0.001111949267,1.111949267,0.96
430,40.18624,-8.41277,0.701382202,-0.1468305357,1/23/2016 12:00:10,1.16,0.001399299349,1.399299349,1.21
431,40.18624,-8.41277,0.701382202,-0.1468305357,1/23/2016 12:00:11,1.16,0,0,0.00
432,40.18625,-8.41278,0.7013823765,-0.1468307102,1/23/2016 12:00:12,1.16,0.001399299274,1.399299274,1.21
433,40.18625,-8.41278,0.7013823765,-0.1468307102,1/23/2016 12:00:13,1.16,0,0,0.00
434,40.18625,-8.41279,0.7013823765,-0.1468308848,1/23/2016 12:00:14,1.16,0.0008494746488,0.8494746488,0.73
435,40.18625,-8.4128,0.7013823765,-0.1468310593,1/23/2016 12:00:15,1.16,0.0008494746488,0.8494746488,0.73
436,40.18625,-8.4128,0.7013823765,-0.1468310593,1/23/2016 12:00:16,1.16,0,0,0.00
437,40.18625,-8.41281,0.7013823765,-0.1468312338,1/23/2016 12:00:17,1.16,0.0008494746489,0.8494746489,0.73
438,40.18624,-8.41281,0.701382202,-0.1468312338,1/23/2016 12:00:18,1.16,0.001111949267,1.111949267,0.96
439,40.18624,-8.41282,0.701382202,-0.1468314084,1/23/2016 12:00:19,1.16,0.000849474774,0.849474774,0.73
440,40.18624,-8.41283,0.701382202,-0.1468315829,1/23/2016 12:00:20,1.16,0.0008494747739,0.8494747739,0.73
441,40.18624,-8.41284,0.701382202,-0.1468317574,1/23/2016 12:00:21,1.16,0.000849474774,0.849474774,0.73
442,40.18624,-8.41284,0.701382202,-0.1468317574,1/23/2016 12:00:22,1.16,0,0,0.00
443,40.18624,-8.41285,0.701382202,-0.146831932,1/23/2016 12:00:23,1.16,0.0008494747742,0.8494747742,0.73
444,40.18624,-8.41286,0.701382202,-0.1468321065,1/23/2016 12:00:24,1.16,0.000849474774,0.849474774,0.73
445,40.18624,-8.41286,0.701382202,-0.1468321065,1/23/2016 12:00:25,1.16,0,0,0.00
446,40.18625,-8.41288,0.7013823765,-0.1468324556,1/23/2016 12:00:26,1.16,0.002030482778,2.030482778,1.75
447,40.18625,-8.41289,0.7013823765,-0.1468326301,1/23/2016 12:00:27,1.16,0.0008494746489,0.8494746489,0.73
448,40.18625,-8.41289,0.7013823765,-0.1468326301,1/23/2016 12:00:28,1.16,0,0,0.00
449,40.18625,-8.4129,0.7013823765,-0.1468328046,1/23/2016 12:00:29,1.16,0.0008494746488,0.8494746488,0.73
450,40.18625,-8.41291,0.7013823765,-0.1468329792,1/23/2016 12:00:30,1.16,0.0008494746488,0.8494746488,0.73
451,40.18625,-8.41292,0.7013823765,-0.1468331537,1/23/2016 12:00:31,1.16,0.0008494746488,0.8494746488,0.73
452,40.18626,-8.41294,0.7013825511,-0.1468335028,1/23/2016 12:00:32,1.16,0.002030482568,2.030482568,1.75
453,40.18626,-8.41295,0.7013825511,-0.1468336773,1/23/2016 12:00:33,1.16,0.0008494745234,0.8494745234,0.73
